Trans #,Type,Date,Num,Name,Source Name,Description,Due Date,Item,Account,Class,Tax Code,Qty,Sales Price,Debit,Credit,Amount,Account Type,Tax Amount
"10,375",Sales Receipt,10/03/2024,W38030,1302 MACKA'S SAND & SOIL,0300 Cash Sales - COD,WI230027/1    CP90QH    35.92t    Fill Sand Will,10/03/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,35.92,22,,790.24,-790.24,Income,-79.02
"10,375",Sales Receipt,10/03/2024,W38030,1302 MACKA'S SAND & SOIL,0300 Cash Sales - COD,WI230056/1    CP90QH    37.58t    Fill Sand Will,10/03/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,37.58,22,,826.76,-826.76,Income,-82.68
"10,375",Sales Receipt,10/03/2024,W38030,1302 MACKA'S SAND & SOIL,0300 Cash Sales - COD,WI230080/1    CP90QH    37.96t    Fill Sand Will,10/03/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,37.96,22,,835.12,-835.12,Income,-83.51
"10,375",Sales Receipt,10/03/2024,W38030,1302 MACKA'S SAND & SOIL,0300 Cash Sales - COD,WI230123/1    CP90QH    37.92t    Fill Sand Will,10/03/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,37.92,22,,834.24,-834.24,Income,-83.42
"10,375",Sales Receipt,10/03/2024,W38030,Australian Taxation Office,0300 Cash Sales - COD,10% GST,31/03/2024,GST,25500 · Tax Payable,,,10,,,328.63,-328.63,Other Current Liability,
"10,378",Sales Receipt,31/03/2024,M38032,1302 MACKA'S SAND & SOIL SUPPLIES,1302 MACKA'S SAND & SOIL SUPPLIES,,30/04/2024,,1001 · CBA - Cheque Account,,,,,"834,358.03",,"834,358.03",Bank,
"10,378",Sales Receipt,31/03/2024,M38032,1302 MACKA'S SAND & SOIL SUPPLIES,1302 MACKA'S SAND & SOIL SUPPLIES,"MArch 2024 - total quantity 75,850.73",30/04/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,"75,850.73",10,,"758,507.30","-758,507.30",Income,"-75,850.73"
"10,378",Sales Receipt,31/03/2024,M38032,Australian Taxation Office,1302 MACKA'S SAND & SOIL SUPPLIES,10% GST,31/03/2024,GST,25500 · Tax Payable,,,,10.00%,,"75,850.73","-75,850.73",Other Current Liability,
"10,390",Sales Receipt,30/04/2024,M38034,1302 MACKA'S SAND & SOIL SUPPLIES,1302 MACKA'S SAND & SOIL SUPPLIES,,30/05/2024,,1001 · CBA - Cheque Account,,,,,"731,642.78",,"731,642.78",Bank,
"10,390",Sales Receipt,30/04/2024,M38034,1302 MACKA'S SAND & SOIL SUPPLIES,1302 MACKA'S SAND & SOIL SUPPLIES,"April 2024 -l quantity 66,512.98",30/05/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,"66,512.98",10,,"665,129.80","-665,129.80",Income,"-66,512.98"
"10,390",Sales Receipt,30/04/2024,M38034,Australian Taxation Office,1302 MACKA'S SAND & SOIL SUPPLIES,10% GST,30/04/2024,GST,25500 · Tax Payable,,,,10.00%,,"66,512.98","-66,512.98",Other Current Liability,
"10,401",Sales Receipt,14/05/2024,M38035,0300 Cash Sales - COD,0300 Cash Sales - COD,,14/05/2024,,1001 · CBA - Cheque Account,,,,,344.3,,344.3,Bank,
"10,401",Sales Receipt,14/05/2024,M38035,0300 Cash Sales - COD,0300 Cash Sales - COD,WI234090/1    CP90QH     12.52t    Fill Sand - Delivered to Williamtown RAAF Base,14/05/2024,expitfill/ceh,411000 · Sand Sales,,GST,12.52,25,,313,-313,Income,-31.3
"10,401",Sales Receipt,14/05/2024,M38035,Australian Taxation Office,0300 Cash Sales - COD,10% GST,31/05/2024,GST,25500 · Tax Payable,,,,10.00%,,31.3,-31.3,Other Current Liability,
"10,409",Sales Receipt,14/05/2024,W38315,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,,13/06/2024,,1001 · CBA - Cheque Account,,,,,137.72,,137.72,Bank,
"10,409",Sales Receipt,14/05/2024,W38315,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI234090/1    CP90QH    12.52t    Fill Sand Will - delivered to RAAF Base Williamtown,13/06/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,12.52,10,,125.2,-125.2,Income,-12.52
"10,409",Sales Receipt,14/05/2024,W38315,Australian Taxation Office,1302 MACKA'S SAND & SOIL,10% GST,31/05/2024,GST,25500 · Tax Payable,,,10,,,12.52,-12.52,Other Current Liability,
"10,412",Sales Receipt,30/05/2024,W38412,1350 MILLEEN CONSTRUCTIONS PTY LTD,1350 MILLEEN CONSTRUCTIONS PTY LTD,,29/06/2024,,1001 · CBA - Cheque Account,,,,,"4,555.15",,"4,555.15",Bank,
"10,412",Sales Receipt,30/05/2024,W38412,1350 MILLEEN CONSTRUCTIONS PTY LTD,1350 MILLEEN CONSTRUCTIONS PTY LTD,WI234883/1    CP90QH    37.82t    Fill Sand Will,29/06/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,37.82,28.5,,"1,077.87","-1,077.87",Income,-107.79
"10,412",Sales Receipt,30/05/2024,W38412,1350 MILLEEN CONSTRUCTIONS PTY LTD,1350 MILLEEN CONSTRUCTIONS PTY LTD,WI234884/1    XN39KW    35.12t    Fill Sand Will,29/06/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,35.12,28.5,,"1,000.92","-1,000.92",Income,-100.09
"10,412",Sales Receipt,30/05/2024,W38412,1350 MILLEEN CONSTRUCTIONS PTY LTD,1350 MILLEEN CONSTRUCTIONS PTY LTD,WI234864/1    CP90QH    37.64t    Fill Sand Will,29/06/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,37.64,28.5,,"1,072.74","-1,072.74",Income,-107.27
"10,412",Sales Receipt,30/05/2024,W38412,1350 MILLEEN CONSTRUCTIONS PTY LTD,1350 MILLEEN CONSTRUCTIONS PTY LTD,WI234865/1    XN39KW    34.72t    Fill Sand Will,29/06/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,34.72,28.5,,989.52,-989.52,Income,-98.95
"10,412",Sales Receipt,30/05/2024,W38412,Australian Taxation Office,1350 MILLEEN CONSTRUCTIONS PTY LTD,10% GST,31/05/2024,GST,25500 · Tax Payable,,,10,,,414.1,-414.1,Other Current Liability,
"10,439",Sales Receipt,31/05/2024,M38582,1302 MACKA'S SAND & SOIL SUPPLIES,1302 MACKA'S SAND & SOIL SUPPLIES,,30/06/2024,,1001 · CBA - Cheque Account,,,,,"790,803.09",,"790,803.09",Bank,
"10,439",Sales Receipt,31/05/2024,M38582,1302 MACKA'S SAND & SOIL SUPPLIES,1302 MACKA'S SAND & SOIL SUPPLIES,"May 2024 - 71,891.19 tonne",30/06/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,"71,891.19",10,,"718,911.90","-718,911.90",Income,"-71,891.19"
"10,439",Sales Receipt,31/05/2024,M38582,Australian Taxation Office,1302 MACKA'S SAND & SOIL SUPPLIES,10% GST,31/05/2024,GST,25500 · Tax Payable,,,,10.00%,,"71,891.19","-71,891.19",Other Current Liability,
"10,424",Sales Receipt,18/06/2024,W38537,1350 MILLEEN CONSTRUCTIONS PTY LTD,1350 MILLEEN CONSTRUCTIONS PTY LTD,,18/07/2024,,1001 · CBA - Cheque Account,,,,,"2,289.81",,"2,289.81",Bank,
"10,424",Sales Receipt,18/06/2024,W38537,1350 MILLEEN CONSTRUCTIONS PTY LTD,1350 MILLEEN CONSTRUCTIONS PTY LTD,WI236257/1    XN39KW    34.96t    Fill Sand Will - Delivered to Infrabuild Mayfield - PO # 24529,18/07/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,34.96,28.5,,996.36,-996.36,Income,-99.64
"10,424",Sales Receipt,18/06/2024,W38537,1350 MILLEEN CONSTRUCTIONS PTY LTD,1350 MILLEEN CONSTRUCTIONS PTY LTD,"WI235890/1    XO32CQ    38.08t    Fill Sand Will - Delivered to Incitec Pivot, 39 Heran Road Koo...",18/07/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,38.08,28.5,,"1,085.28","-1,085.28",Income,-108.53
"10,424",Sales Receipt,18/06/2024,W38537,Australian Taxation Office,1350 MILLEEN CONSTRUCTIONS PTY LTD,10% GST,30/06/2024,GST,25500 · Tax Payable,,,10,,,208.17,-208.17,Other Current Liability,
"10,425",Sales Receipt,30/06/2024,W38538,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,to be credited out once paid $,30/06/2024,,1001 · CBA - Cheque Account,,,,,"3,031.99",,"3,031.99",Bank,
"10,425",Sales Receipt,30/06/2024,W38538,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,SI170642/2    XO07LC    7.58t    Fill Sand S/Ash - Farm Usage,30/06/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,7.58,20,,151.6,-151.6,Income,-15.16
"10,425",Sales Receipt,30/06/2024,W38538,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,SI170643/4    XO07LC    7.36t    Fill Sand S/Ash - Farm Usage,30/06/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,7.36,20,,147.2,-147.2,Income,-14.72
"10,425",Sales Receipt,30/06/2024,W38538,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,SI170644/3    XO07LC    7.34t    Fill Sand S/Ash - Farm Usage,30/06/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,7.34,20,,146.8,-146.8,Income,-14.68
"10,425",Sales Receipt,30/06/2024,W38538,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,SI170640/1    XO07LC    7.96t    Fill Sand S/Ash - Farm Usage,30/06/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,7.96,20,,159.2,-159.2,Income,-15.92
"10,425",Sales Receipt,30/06/2024,W38538,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,XO07LC   9.55t 20mm Gravel - Farm Usage,30/06/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,9.55,55,,525.25,-525.25,Income,-52.53
"10,425",Sales Receipt,30/06/2024,W38538,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,XO07LC   9.60t 20mm Gravel - Farm Usage,30/06/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,9.6,55,,528,-528,Income,-52.8
"10,425",Sales Receipt,30/06/2024,W38538,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,XO07LC   9.10t Roadbase - Farm Usage,30/06/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,9.1,42,,382.2,-382.2,Income,-38.22
"10,425",Sales Receipt,30/06/2024,W38538,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,XO07LC   9.20t Roadbase - Farm Usage,30/06/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,9.2,42,,386.4,-386.4,Income,-38.64
"10,425",Sales Receipt,30/06/2024,W38538,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,4.85t Roadbase - Collected - Farm Usage,30/06/2024,OUT OF PIT:ex pit/road b,411000 · Sand Sales,,GST,4.85,42,,203.7,-203.7,Income,-20.37
"10,425",Sales Receipt,30/06/2024,W38538,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,3t Roadbase - Collected - Farm Usage,30/06/2024,OUT OF PIT:ex pit/road b,411000 · Sand Sales,,GST,3,42,,126,-126,Income,-12.6
"10,425",Sales Receipt,30/06/2024,W38538,Australian Taxation Office,1302 MACKA'S SAND & SOIL,10% GST,30/06/2024,GST,25500 · Tax Payable,,,,10.00%,,275.64,-275.64,Other Current Liability,
"10,432",Sales Receipt,30/06/2024,W38579,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,,30/07/2024,,1001 · CBA - Cheque Account,,,,,"4,489.76",,"4,489.76",Bank,
"10,432",Sales Receipt,30/06/2024,W38579,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI236611/2    SOILS    26.48t    Ex MS Fill Sand - Grafil,30/07/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,26.48,10,,264.8,-264.8,Income,-26.48
"10,432",Sales Receipt,30/06/2024,W38579,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI236629/2    SOILS    26.80t    Ex MS Fill Sand - Grafil,30/07/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,26.8,10,,268,-268,Income,-26.8
"10,432",Sales Receipt,30/06/2024,W38579,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI236639/2    SOILS    27.20t    Ex MS Fill Sand - Grafil,30/07/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,27.2,10,,272,-272,Income,-27.2
"10,432",Sales Receipt,30/06/2024,W38579,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI236681/2    SOILS    27.12t    Ex MS Fill Sand - Grafil,30/07/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,27.12,10,,271.2,-271.2,Income,-27.12
"10,432",Sales Receipt,30/06/2024,W38579,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI236692/2    SOILS    27.26t    Ex MS Fill Sand - Grafil,30/07/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,27.26,10,,272.6,-272.6,Income,-27.26
"10,432",Sales Receipt,30/06/2024,W38579,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI236708/2    SOILS    27.06t    Ex MS Fill Sand - Grafil,30/07/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,27.06,10,,270.6,-270.6,Income,-27.06
"10,432",Sales Receipt,30/06/2024,W38579,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI236876/2    SOILS    27.32t    Ex MS Fill Sand - Grafil,30/07/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,27.32,10,,273.2,-273.2,Income,-27.32
"10,432",Sales Receipt,30/06/2024,W38579,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI236892/2    SOILS    27.70t    Ex MS Fill Sand - Grafil,30/07/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,27.7,10,,277,-277,Income,-27.7
"10,432",Sales Receipt,30/06/2024,W38579,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI236975/2    SOILS    27.24t    Ex MS Fill Sand - Grafil,30/07/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,27.24,10,,272.4,-272.4,Income,-27.24
"10,432",Sales Receipt,30/06/2024,W38579,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI236991/2    SOILS    27.52t    Ex MS Fill Sand - Grafil,30/07/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,27.52,10,,275.2,-275.2,Income,-27.52
"10,432",Sales Receipt,30/06/2024,W38579,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI236774/2    SOILS    27.40t    Ex MS Fill Sand - Grafil,30/07/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,27.4,10,,274,-274,Income,-27.4
"10,432",Sales Receipt,30/06/2024,W38579,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI236790/2    SOILS    27.18t    Ex MS Fill Sand - Grafil,30/07/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,27.18,10,,271.8,-271.8,Income,-27.18
"10,432",Sales Receipt,30/06/2024,W38579,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI236803/2    SOILS    27.26t    Ex MS Fill Sand - Grafil,30/07/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,27.26,10,,272.6,-272.6,Income,-27.26
"10,432",Sales Receipt,30/06/2024,W38579,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI237000/2    SOILS    27.64t    Ex MS Fill Sand - Grafil,30/07/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,27.64,10,,276.4,-276.4,Income,-27.64
"10,432",Sales Receipt,30/06/2024,W38579,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI237009/2    SOILS    26.98t    Ex MS Fill Sand - Grafil,30/07/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,26.98,10,,269.8,-269.8,Income,-26.98
"10,432",Sales Receipt,30/06/2024,W38579,Australian Taxation Office,1302 MACKA'S SAND & SOIL,10% GST,30/06/2024,GST,25500 · Tax Payable,,,10,,,408.16,-408.16,Other Current Liability,
"10,433",Sales Receipt,30/06/2024,W38580,1350 MILLEEN CONSTRUCTIONS PTY LTD,1350 MILLEEN CONSTRUCTIONS PTY LTD,,30/07/2024,,1001 · CBA - Cheque Account,,,,,"2,176.32",,"2,176.32",Bank,
"10,433",Sales Receipt,30/06/2024,W38580,1350 MILLEEN CONSTRUCTIONS PTY LTD,1350 MILLEEN CONSTRUCTIONS PTY LTD,WI236577/1    XN39KW    34.56t    Fill Sand Will - Infrabuild Site Mayfield,30/07/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,34.56,28.5,,984.96,-984.96,Income,-98.5
"10,433",Sales Receipt,30/06/2024,W38580,1350 MILLEEN CONSTRUCTIONS PTY LTD,1350 MILLEEN CONSTRUCTIONS PTY LTD,WI236594/1    XN39KW    34.86t    Fill Sand Will - Infrabuild Site Mayfield,30/07/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,34.86,28.5,,993.51,-993.51,Income,-99.35
"10,433",Sales Receipt,30/06/2024,W38580,Australian Taxation Office,1350 MILLEEN CONSTRUCTIONS PTY LTD,10% GST,30/06/2024,GST,25500 · Tax Payable,,,10,,,197.85,-197.85,Other Current Liability,
"10,434",Sales Receipt,30/06/2024,W38581,0300 Cash Sales - COD,0300 Cash Sales - COD,,30/06/2024,,1001 · CBA - Cheque Account,,,,,"1,045.00",,"1,045.00",Bank,
"10,434",Sales Receipt,30/06/2024,W38581,1302 MACKA'S SAND & SOIL,0300 Cash Sales - COD,SI170691/1    CP90QH    13.72t    Fill Sand S/Ash (charged 38t in total).,30/06/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,12.6666,25,,316.67,-316.67,Income,-31.67
"10,434",Sales Receipt,30/06/2024,W38581,1302 MACKA'S SAND & SOIL,0300 Cash Sales - COD,SI170693/1    CP90QH    11.92t    Fill Sand S/Ash,30/06/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,12.6666,25,,316.67,-316.67,Income,-31.67
"10,434",Sales Receipt,30/06/2024,W38581,1302 MACKA'S SAND & SOIL,0300 Cash Sales - COD,SI170694/1    CP90QH    12.50t    Fill Sand S/Ash,30/06/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,12.666,25,,316.65,-316.65,Income,-31.67
"10,434",Sales Receipt,30/06/2024,W38581,Australian Taxation Office,0300 Cash Sales - COD,10% GST,30/06/2024,GST,25500 · Tax Payable,,,10,,,95.01,-95.01,Other Current Liability,
"10,440",Sales Receipt,30/06/2024,M38583,1302 MACKA'S SAND & SOIL SUPPLIES,1302 MACKA'S SAND & SOIL SUPPLIES,,30/07/2024,,1001 · CBA - Cheque Account,,,,,"709,633.65",,"709,633.65",Bank,
"10,440",Sales Receipt,30/06/2024,M38583,1302 MACKA'S SAND & SOIL SUPPLIES,1302 MACKA'S SAND & SOIL SUPPLIES,"June 2024 - 64,512.15t",30/07/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,"64,512.15",10,,"645,121.50","-645,121.50",Income,"-64,512.15"
"10,440",Sales Receipt,30/06/2024,M38583,Australian Taxation Office,1302 MACKA'S SAND & SOIL SUPPLIES,10% GST,30/06/2024,GST,25500 · Tax Payable,,,,10.00%,,"64,512.15","-64,512.15",Other Current Liability,
"10,443",Sales Receipt,09/07/2024,W38619,1350 MILLEEN CONSTRUCTIONS PTY LTD,1350 MILLEEN CONSTRUCTIONS PTY LTD,,31/08/2024,,1001 · CBA - Cheque Account,,,,,"1,098.50",,"1,098.50",Bank,
"10,443",Sales Receipt,09/07/2024,W38619,1350 MILLEEN CONSTRUCTIONS PTY LTD,1350 MILLEEN CONSTRUCTIONS PTY LTD,WI237331/1    XN39KW    35.04t    Fill Sand Will,31/08/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,35.04,28.5,,998.64,-998.64,Income,-99.86
"10,443",Sales Receipt,09/07/2024,W38619,Australian Taxation Office,1350 MILLEEN CONSTRUCTIONS PTY LTD,10% GST,31/07/2024,GST,25500 · Tax Payable,,,10,,,99.86,-99.86,Other Current Liability,
"10,445",Sales Receipt,12/07/2024,M38620,0300 Cash Sales - COD,0300 Cash Sales - COD,,12/07/2024,,1001 · CBA - Cheque Account,,,,,52.36,,52.36,Bank,
"10,445",Sales Receipt,12/07/2024,M38620,0300 Cash Sales - COD,0300 Cash Sales - COD,SI170711/1 XN34GY 4.76t Fill Sand,12/07/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,4.76,10,,47.6,-47.6,Income,-4.76
"10,445",Sales Receipt,12/07/2024,M38620,Australian Taxation Office,0300 Cash Sales - COD,10% GST,31/07/2024,GST,25500 · Tax Payable,,,,10.00%,,4.76,-4.76,Other Current Liability,
"10,455",Sales Receipt,23/07/2024,W38652,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,,22/08/2024,,1001 · CBA - Cheque Account,,,,,52.36,,52.36,Bank,
"10,455",Sales Receipt,23/07/2024,W38652,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,SI170711/1    XN34GY    4.76t    Fill Sand S/Ash,22/08/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,4.76,10,,47.6,-47.6,Income,-4.76
"10,455",Sales Receipt,23/07/2024,W38652,Australian Taxation Office,1302 MACKA'S SAND & SOIL,10% GST,31/07/2024,GST,25500 · Tax Payable,,,10,,,4.76,-4.76,Other Current Liability,
"10,457",Sales Receipt,23/07/2024,W38690,1350 MILLEEN CONSTRUCTIONS PTY LTD,1350 MILLEEN CONSTRUCTIONS PTY LTD,,22/08/2024,,1001 · CBA - Cheque Account,,,,,"2,193.88",,"2,193.88",Bank,
"10,457",Sales Receipt,23/07/2024,W38690,1350 MILLEEN CONSTRUCTIONS PTY LTD,1350 MILLEEN CONSTRUCTIONS PTY LTD,WI238331/1    XN39KW    35.02t    Fill Sand Will - Infrabuild Mayfield,22/08/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,35.02,28.5,,998.07,-998.07,Income,-99.81
"10,457",Sales Receipt,23/07/2024,W38690,1350 MILLEEN CONSTRUCTIONS PTY LTD,1350 MILLEEN CONSTRUCTIONS PTY LTD,WI238126/1    XN39KW    34.96t    Fill Sand Will - Infrabuild Mayfield,22/08/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,34.96,28.5,,996.36,-996.36,Income,-99.64
"10,457",Sales Receipt,23/07/2024,W38690,Australian Taxation Office,1350 MILLEEN CONSTRUCTIONS PTY LTD,10% GST,31/07/2024,GST,25500 · Tax Payable,,,10,,,199.45,-199.45,Other Current Liability,
"10,565",Sales Receipt,31/07/2024,M39038,1302 MACKA'S SAND & SOIL SUPPLIES,1302 MACKA'S SAND & SOIL SUPPLIES,,30/08/2024,,1001 · CBA - Cheque Account,,,,,"815,588.84",,"815,588.84",Bank,
"10,565",Sales Receipt,31/07/2024,M39038,1302 MACKA'S SAND & SOIL SUPPLIES,1302 MACKA'S SAND & SOIL SUPPLIES,"July 2024 - 74,144.44t",30/08/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,"74,144.44",10,,"741,444.40","-741,444.40",Income,"-74,144.44"
"10,565",Sales Receipt,31/07/2024,M39038,Australian Taxation Office,1302 MACKA'S SAND & SOIL SUPPLIES,10% GST,31/07/2024,GST,25500 · Tax Payable,,,,10.00%,,"74,144.44","-74,144.44",Other Current Liability,
"10,505",Sales Receipt,06/08/2024,W38762,1350 MILLEEN CONSTRUCTIONS PTY LTD,1350 MILLEEN CONSTRUCTIONS PTY LTD,,30/09/2024,,1001 · CBA - Cheque Account,,,,,"2,187.61",,"2,187.61",Bank,
"10,505",Sales Receipt,06/08/2024,W38762,1350 MILLEEN CONSTRUCTIONS PTY LTD,1350 MILLEEN CONSTRUCTIONS PTY LTD,WI239120/1    XN39KW    34.62t    Fill Sand Will,30/09/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,34.62,28.5,,986.67,-986.67,Income,-98.67
"10,505",Sales Receipt,06/08/2024,W38762,1350 MILLEEN CONSTRUCTIONS PTY LTD,1350 MILLEEN CONSTRUCTIONS PTY LTD,WI239406/1    XN39KW    35.16t    Fill Sand Will,30/09/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,35.16,28.5,,"1,002.06","-1,002.06",Income,-100.21
"10,505",Sales Receipt,06/08/2024,W38762,Australian Taxation Office,1350 MILLEEN CONSTRUCTIONS PTY LTD,10% GST,31/08/2024,GST,25500 · Tax Payable,,,10,,,198.88,-198.88,Other Current Liability,
"10,506",Sales Receipt,13/08/2024,W38879,0300 Cash Sales - COD,0300 Cash Sales - COD,,13/08/2024,,1001 · CBA - Cheque Account,,,,,"4,271.20",,"4,271.20",Bank,
"10,506",Sales Receipt,13/08/2024,W38879,1302 MACKA'S SAND & SOIL,0300 Cash Sales - COD,WI239477/1    XN04YY    37.44t    Fill Sand Will,13/08/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,37.44,21,,786.24,-786.24,Income,-78.62
"10,506",Sales Receipt,13/08/2024,W38879,1302 MACKA'S SAND & SOIL,0300 Cash Sales - COD,WI239489/1    XN04YY    37.46t    Fill Sand Will,13/08/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,37.46,21,,786.66,-786.66,Income,-78.67
"10,506",Sales Receipt,13/08/2024,W38879,1302 MACKA'S SAND & SOIL,0300 Cash Sales - COD,WI239501/1    XN04YY    36.98t    Fill Sand Will,13/08/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,36.98,21,,776.58,-776.58,Income,-77.66
"10,506",Sales Receipt,13/08/2024,W38879,1302 MACKA'S SAND & SOIL,0300 Cash Sales - COD,WI239466/1    XN04YY    37.16t    Fill Sand Will,13/08/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,37.16,21,,780.36,-780.36,Income,-78.04
"10,506",Sales Receipt,13/08/2024,W38879,0300 Cash Sales - COD,0300 Cash Sales - COD,SI170761/2     XN04YY    35.86t    Fill Sand Will,13/08/2024,expitfill/ceh,411000 · Sand Sales,,GST,35.86,21,,753.06,-753.06,Income,-75.31
"10,506",Sales Receipt,13/08/2024,W38879,Australian Taxation Office,0300 Cash Sales - COD,10% GST,31/08/2024,GST,25500 · Tax Payable,,,,10.00%,,388.3,-388.3,Other Current Liability,
"10,507",Sales Receipt,20/08/2024,W38880,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,,19/09/2024,,1001 · CBA - Cheque Account,,,,,394.46,,394.46,Bank,
"10,507",Sales Receipt,20/08/2024,W38880,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,SI170761/2    XN04YY    35.86t    Fill Sand S/Ash,19/09/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,35.86,10,,358.6,-358.6,Income,-35.86
